Spec1,Spec2,Spec3,Spec4
113.2298046875,8.479951172,-54.62670276,2.369328425
-623.2401953125,11.55995117,-78.80504671,13.60009766
-214.7801953125,8.549951172,-58.39103397,3.138559195
113.5198046875,10.23995117,-57.81778557,9.215482272
-405.9801953125,7.579951172,-64.60759448,8.215482272
136.1598046875,8.579951172,-52.39103397,9.75394381
19.3998046875,9.269951172,-56.16173461,5.138559195
185.1098046875,13.85995117,-54.24453716,4.523174579
-214.4701953125,7.619951172,-64.70313589,12.52317458
-122.3501953125,8.659951172,-59.57574735,1.138559195
51.1898046875,7.439951172,-59.5884862,11.52317458
18.6298046875,10.86995117,-55.73498302,6.061636118
269.8798046875,8.049951172,-47.21905945,2.369328425
16.9298046875,7.239951172,-56.88147983,8.061636118
-400.0501953125,9.389951172,-69.38466455,6.523174579
-64.3101953125,7.589951172,-59.24453716,4.830866887
7.8798046875,7.449951172,-58.6585499,10.06163612
-436.9401953125,7.699951172,-72.58211678,7.75394381
41.3698046875,8.749951172,-56.79867729,9.984713041
73.5598046875,8.919951172,-51.37829512,12.4462515
244.9998046875,8.409951172,-48.62670276,10.90778996
-337.2901953125,9.739951172,-61.62670276,7.677020733
-531.3101953125,7.329951172,-69.84326327,12.4462515
-419.8501953125,6.919951172,-67.18721232,11.98471304
248.8198046875,7.139951172,-48.86874098,2.75394381
-587.1301953125,11.82995117,-72.42925053,9.369328425
-42.4201953125,9.649951172,-55.44835882,6.292405349
-36.9901953125,7.409951172,-54.78593843,7.369328425
-98.7401953125,7.929951172,-63.02160722,8.061636118
-180.7301953125,9.769951172,-59.0152378,7.75394381
-213.5801953125,8.189951172,-61.63944162,9.984713041
-189.8301953125,8.739951172,-61.62670276,7.984713041
-157.4501953125,7.459951172,-58.40377283,4.215482272
-154.0501953125,9.189951172,-60.40377283,6.215482272
-720.0201953125,9.409951172,-78.2063206,7.061636118
-606.1101953125,5.119951172,-72.51842251,7.907789964
-504.5701953125,5.469951172,-65.07256264,6.292405349
-195.9001953125,9.609951172,-48.16810404,4.677020733
-57.7701953125,8.639951172,-56.91332697,7.677020733
-142.3701953125,9.389951172,-56.43561996,5.907789964
-277.5101953125,8.089951172,-64.61396391,8.600097656
-70.4101953125,8.469951172,-54.76683015,3.446251502
-284.9501953125,7.789951172,-63.29549257,13.98471304
140.9398046875,7.659951172,-47.95154353,8.138559195
171.4798046875,8.939951172,-49.91969639,9.215482272
-440.8701953125,9.359951172,-68.80504671,9.446251502
-106.9601953125,8.679951172,-58.71587474,8.75394381
208.9798046875,10.38995117,-49.00886837,6.446251502
-240.0001953125,4.509951172,-59.91332697,1.677020733
-188.9601953125,7.359951172,-58.65218047,2.215482272
-314.2701953125,7.089951172,-68.35281741,7.523174579
53.6898046875,7.949951172,-52.0152378,8.138559195
11.4098046875,7.329951172,-50.19358175,5.677020733
213.6498046875,9.099951172,-48.59485563,3.984713041
-22.7801953125,6.469951172,-58.65218047,6.446251502
-23.4401953125,9.589951172,-52.93243525,9.75394381
-256.6601953125,6.839951172,-61.95154353,8.138559195
-165.2501953125,5.279951172,-59.35918684,1.907789964
-715.9601953125,5.719951172,-80.48657538,5.523174579
-127.3301953125,9.749951172,-58.87511041,4.600097656
-249.2501953125,9.349951172,-66.62033334,2.369328425
-30.2701953125,5.969951172,-56.28275372,6.75394381
-285.3101953125,8.239951172,-64.80504671,7.138559195
-180.5801953125,6.879951172,-58.49931423,9.75394381
-81.9701953125,10.39995117,-56.48657538,6.907789964
525.2698046875,9.969951172,-40.53753079,9.600097656
-571.5101953125,6.179951172,-70.44835882,5.677020733
-86.3001953125,7.559951172,-58.22542888,13.83086689
-226.7001953125,5.809951172,-57.91969639,10.13855919
-342.6901953125,8.729951172,-59.99612952,3.446251502
97.4598046875,7.919951172,-46.92606582,7.138559195
9.5698046875,9.099951172,-54.62033334,7.446251502
46.5398046875,10.15995117,-50.53116136,3.523174579
-8.0101953125,9.049951172,-57.02797665,5.138559195
195.6998046875,7.509951172,-47.62670276,7.523174579
148.9198046875,10.32995117,-44.38466455,4.446251502
119.4198046875,9.979951172,-50.42288111,9.061636118
25.3498046875,6.269951172,-54.6840276,12.67702073
-368.8001953125,9.819951172,-66.90695754,3.061636118
-284.2501953125,7.679951172,-60.92606582,5.523174579
-10.9801953125,8.299951172,-58.07893206,6.984713041
-475.5101953125,8.479951172,-72.96428238,3.523174579
127.9498046875,6.659951172,-52.19995117,10.67702073
-270.3801953125,8.979951172,-64.30823143,12.83086689
-19.4101953125,10.70995117,-56.36555627,7.907789964
-133.6701953125,9.719951172,-56.6585499,3.907789964
-43.6901953125,9.839951172,-53.6840276,5.215482272
-112.6401953125,8.049951172,-53.14899576,9.215482272
419.8398046875,7.089951172,-45.23179831,12.98471304
66.7198046875,9.319951172,-51.61396391,8.292405349
98.3898046875,6.949951172,-50.74135245,7.292405349
144.6598046875,8.759951172,-48.62670276,7.446251502
-354.1101953125,7.029951172,-65.18721232,10.52317458
7.9998046875,6.629951172,-54.87511041,1.830866887
-381.4001953125,5.609951172,-63.55663907,3.523174579
-52.2301953125,10.20995117,-56.9451741,9.907789964
-347.6801953125,7.469951172,-66.93243525,13.29240535
340.0098046875,9.089951172,-40.59485563,3.292405349
-322.2701953125,7.679951172,-66.91969639,16.36932843
263.4198046875,8.249951172,-45.90058811,7.215482272
-286.8001953125,6.609951172,-62.74772187,8.677020733
398.2698046875,8.839951172,-43.88147983,10.83086689
232.7198046875,8.889951172,-49.11714862,7.369328425
-299.8501953125,8.179951172,-58.50568366,9.600097656
-591.7501953125,6.209951172,-71.82415499,5.446251502
293.9198046875,9.239951172,-46.30823143,14.90778996
331.5098046875,7.429951172,-46.23179831,8.061636118
-10.0101953125,9.679951172,-51.30823143,12.29240535
45.1998046875,9.729951172,-54.67128875,5.75394381
142.9698046875,9.289951172,-49.93243525,3.677020733
-594.5901953125,6.239951172,-76.55026964,4.830866887
-532.7501953125,5.779951172,-75.301862,8.369328425
-40.9701953125,9.319951172,-54.37829512,10.06163612
-343.7701953125,8.429951172,-67.31460085,14.52317458
411.8298046875,7.169951172,-41.19995117,14.75394381
-52.4601953125,9.909951172,-52.36555627,3.984713041
134.0998046875,6.409951172,-45.14262633,6.830866887
-376.5601953125,8.299951172,-63.79867729,8.830866887
48.0198046875,8.189951172,-50.62033334,1.600097656
-83.4401953125,7.229951172,-53.32733971,4.907789964
85.5498046875,10.54995117,-53.35918684,6.138559195
-423.0701953125,8.999951172,-69.54390022,6.061636118
-238.9301953125,7.009951172,-64.09167092,7.446251502
32.9998046875,7.879951172,-56.00886837,4.907789964
141.5398046875,6.799951172,-50.73498302,7.446251502
162.6098046875,7.159951172,-49.29549257,10.29240535
-221.5801953125,9.279951172,-64.48657538,6.830866887
-75.1301953125,6.829951172,-59.42288111,2.984713041
-303.8101953125,6.169951172,-65.3974034,7.984713041
-154.8101953125,6.369951172,-60.38466455,7.369328425
324.8498046875,7.409951172,-43.08530149,-1.399902344
-340.5201953125,6.959951172,-71.76683015,8.600097656
0.3898046875,7.639951172,-58.35918684,7.138559195
-148.1801953125,5.339951172,-62.48657538,5.446251502
-575.4601953125,6.289951172,-76.29549257,5.292405349
-408.3801953125,9.149951172,-71.93880468,6.984713041
-377.0701953125,8.479951172,-71.05982378,10.83086689
68.3398046875,10.35995117,-54.4929448,-1.784517728
-176.1401953125,6.439951172,-63.55026964,11.13855919
215.4798046875,7.949951172,-53.17447346,8.292405349
-491.3401953125,6.959951172,-67.37192569,5.907789964
213.3998046875,8.439951172,-49.12988748,6.75394381
204.3398046875,10.08995117,-48.83052442,10.21548227
-125.5801953125,6.559951172,-58.59485563,6.907789964
-185.6201953125,6.499951172,-63.34007856,12.75394381
148.0098046875,8.719951172,-49.28912315,12.90778996
421.1798046875,9.339951172,-46.78593843,5.061636118
-253.4201953125,7.509951172,-64.51842251,4.292405349
-285.1501953125,8.389951172,-64.02160722,6.830866887
-473.9701953125,6.599951172,-75.04708493,3.75394381
-85.1501953125,5.399951172,-61.88147983,4.677020733
-195.9701953125,9.389951172,-67.55663907,9.138559195
126.7998046875,8.699951172,-48.63944162,10.98471304
-148.6101953125,8.139951172,-60.23179831,5.523174579
-289.1901953125,6.099951172,-68.52479194,10.98471304
-162.8101953125,9.169951172,-64.41014225,1.907789964
-89.6701953125,8.509951172,-62.86237155,9.907789964
743.8998046875,12.33995117,-43.49931423,12.21548227
2281.4198046875,7.339951172,-58.98339066,5.907789964
955.8698046875,8.999951172,-55.73498302,5.75394381
314.9698046875,8.409951172,-51.09167092,4.369328425
131.7498046875,9.829951172,-48.91332697,2.984713041
-169.2701953125,9.339951172,-65.66491932,9.600097656
-45.0301953125,9.479951172,-55.90058811,2.061636118
-413.4501953125,7.639951172,-70.41014225,8.446251502
-25.8901953125,8.699951172,-54.32097028,5.369328425
-425.3501953125,7.719951172,-69.67765818,2.75394381
-475.8301953125,5.689951172,-75.18084289,13.67702073
145.4698046875,7.789951172,-49.76683015,7.600097656
-41.1701953125,9.879951172,-56.56937792,9.369328425
131.7598046875,7.619951172,-54.69676646,5.523174579
-275.4801953125,6.949951172,-61.78593843,0.907789964
101.2698046875,8.679951172,-53.16810404,4.984713041
-30.3801953125,7.639951172,-55.57574735,4.677020733
63.6398046875,7.609951172,-52.10440977,1.369328425
-21.8801953125,5.909951172,-56.70950531,13.36932843
-253.7101953125,7.789951172,-63.55663907,0.677020733
-489.3501953125,5.809951172,-74.8496327,4.215482272
87.4498046875,9.249951172,-53.23816773,11.13855919
594.5198046875,8.809951172,-35.79230786,4.215482272
-515.3901953125,7.039951172,-66.05345436,6.215482272
398.4698046875,9.989951172,-39.04708493,8.061636118
366.5598046875,8.139951172,-40.49931423,7.138559195
71.1798046875,9.609951172,-49.55663907,11.29240535
-40.8801953125,7.239951172,-56.38466455,2.215482272
605.7698046875,11.53995117,-37.5884862,4.369328425
-290.1401953125,7.399951172,-63.22542888,3.292405349
112.8798046875,7.979951172,-50.51205308,9.292405349
-224.2001953125,7.099951172,-64.76046073,4.677020733
-73.1701953125,7.559951172,-55.91969639,1.830866887
410.5598046875,9.339951172,-43.48020595,0.830866887
-224.7201953125,7.559951172,-60.31460085,8.830866887
-241.5001953125,6.769951172,-62.91332697,13.29240535
274.5898046875,8.459951172,-48.48020595,2.369328425
738.7198046875,10.42995117,-34.42288111,2.600097656
283.9098046875,9.779951172,-44.91332697,7.600097656
-453.7201953125,26.27995117,-74.02797665,4.369328425
78.0798046875,27.76995117,-48.38466455,7.061636118
-227.7901953125,8.869951172,-63.72224417,9.677020733
-254.1701953125,10.12995117,93.02934819,4.138559195
-242.8801953125,16.55995117,152.742724,-1.476825421
-375.7701953125,16.10995117,-52.14899576,5.600097656
404.0498046875,9.709951172,-44.45472824,14.13855919
81.1298046875,9.529951172,-56.1107792,3.061636118
-215.2101953125,13.69995117,-61.81141614,4.215482272
-239.2001953125,11.63995117,-62.10440977,4.984713041
-59.8901953125,7.099951172,-57.23179831,1.369328425
20.9598046875,9.739951172,-61.16810404,12.75394381
-112.1701953125,7.709951172,-57.45472824,6.215482272
-31.3801953125,8.389951172,-53.37829512,6.369328425
-338.3001953125,6.599951172,-68.28275372,2.446251502
-435.0101953125,7.059951172,-72.69039703,12.13855919
426.7098046875,10.42995117,-39.50568366,2.523174579
225.8598046875,9.589951172,-52.03434608,7.600097656
-61.3101953125,5.059951172,-59.28912315,3.75394381
189.1598046875,8.419951172,-52.35281741,8.523174579
-535.9901953125,5.229951172,-78.14899576,9.600097656
537.5398046875,12.67995117,-37.42288111,2.677020733
-73.0401953125,6.209951172,-59.91332697,8.984713041
-383.5301953125,8.389951172,-65.1362569,8.907789964
197.7798046875,6.479951172,-47.4674671,8.75394381
-300.1901953125,7.719951172,-63.53116136,7.75394381
-214.0001953125,7.239951172,-60.11714862,7.061636118
-76.2201953125,7.269951172,-57.25090659,5.061636118
-303.5201953125,7.519951172,-63.28912315,4.138559195
201.4798046875,7.369951172,-42.37829512,4.600097656
-50.9901953125,10.26995117,-59.95154353,5.830866887
157.7998046875,8.289951172,-52.67765818,2.677020733
15.7798046875,6.979951172,-52.69039703,7.984713041
-334.3001953125,7.419951172,-56.71587474,2.830866887
210.5998046875,6.229951172,-44.63944162,6.75394381
-286.5501953125,7.329951172,-59.11714862,3.830866887
-244.1101953125,6.999951172,-64.02797665,8.138559195
-261.4501953125,6.929951172,-65.05345436,5.830866887
-36.2501953125,7.649951172,-57.32733971,5.061636118
-158.9301953125,7.959951172,-61.41014225,10.06163612
-60.3201953125,5.959951172,-58.85600213,7.061636118
-168.6301953125,9.159951172,-53.70313589,6.677020733
-344.7001953125,6.869951172,-70.72224417,11.67702073
-180.8401953125,8.489951172,-59.23816773,6.061636118
-152.3701953125,5.839951172,-61.93243525,11.21548227
-121.6201953125,7.689951172,-58.27638429,8.215482272
-292.3101953125,6.739951172,-63.66491932,12.75394381
-168.3001953125,8.679951172,-57.7540913,6.061636118
410.1798046875,9.579951172,-46.72224417,5.75394381
-476.8901953125,6.319951172,-71.44835882,-0.707594651
-260.3401953125,7.759951172,-62.18721232,11.60009766
-117.8901953125,5.659951172,-61.25727601,9.984713041
-501.0401953125,5.809951172,-73.49931423,7.292405349
350.0498046875,10.04995117,-42.1107792,14.83086689
-223.3801953125,6.069951172,-62.19358175,8.523174579
-10.5201953125,8.939951172,-60.2063206,6.907789964
-311.6301953125,6.369951172,-64.07256264,7.830866887
-308.2901953125,7.639951172,-67.5884862,-0.169133113
97.3798046875,8.009951172,-55.59485563,1.984713041
447.9998046875,9.049951172,-45.55663907,8.830866887
-565.2601953125,4.829951172,-71.96428238,7.523174579
47.5698046875,9.289951172,-53.64581104,2.446251502
397.9598046875,9.479951172,-40.78593843,-0.169133113
-112.2001953125,5.809951172,-61.62670276,9.446251502
-52.7801953125,8.399951172,-60.12351805,10.52317458
101.2198046875,9.029951172,-55.5884862,8.523174579
-136.0701953125,8.099951172,-60.24453716,-2.707594651
132.9098046875,9.259951172,-45.61396391,12.13855919
147.8998046875,7.859951172,-48.83052442,9.369328425
-415.6901953125,6.359951172,-70.42288111,6.600097656
85.6798046875,10.66995117,-54.74135245,3.984713041
-153.6201953125,5.109951172,-62.31460085,5.907789964
411.8698046875,9.279951172,-37.12351805,6.677020733
420.6898046875,9.819951172,-38.69039703,5.830866887
-263.6701953125,7.729951172,-66.00249894,7.369328425
266.9098046875,9.809951172,-43.30823143,0.215482272
-560.7201953125,6.939951172,-71.40377283,7.523174579
-351.3201953125,9.289951172,-69.77319958,7.75394381
183.2398046875,8.329951172,-46.81778557,10.13855919
-259.0001953125,7.149951172,-66.00249894,4.061636118
-354.5401953125,7.349951172,-61.4929448,9.446251502
508.4498046875,8.799951172,-40.40377283,4.523174579
-209.9001953125,7.179951172,-60.84326327,5.523174579
-211.1301953125,8.979951172,-60.6840276,7.138559195
-3.5801953125,7.129951172,-48.2063206,8.600097656
-53.8101953125,8.139951172,-54.63307219,9.369328425
-387.8701953125,6.059951172,-71.36555627,6.138559195
211.6198046875,7.989951172,-47.36555627,5.292405349
111.4998046875,7.959951172,-53.83689385,1.907789964
-113.8901953125,7.469951172,-57.5884862,10.4462515
-46.9901953125,7.329951172,-58.24453716,1.830866887
-112.6101953125,8.439951172,-55.74135245,8.369328425
-10.1801953125,6.139951172,-53.72861359,10.29240535
-487.8601953125,5.189951172,-70.80504671,7.061636118
68.1398046875,5.969951172,-50.81778557,4.75394381
6.6198046875,9.849951172,-52.03434608,2.369328425
-334.4201953125,8.599951172,-65.19995117,9.446251502
-64.1701953125,9.139951172,-53.7540913,1.215482272
-169.0801953125,7.529951172,-59.26364544,2.215482272
-67.9001953125,6.519951172,-57.25727601,4.984713041
-109.1001953125,7.999951172,-56.1107792,11.67702073
498.7398046875,10.38995117,-41.00886837,7.907789964
-544.3601953125,6.139951172,-70.99612952,5.677020733
379.9798046875,7.479951172,-44.90058811,5.369328425
310.2998046875,8.539951172,-44.36555627,10.67702073
169.5398046875,9.509951172,-54.84326327,9.75394381
20.5098046875,6.109951172,-50.21269003,1.215482272
-352.6701953125,10.35995117,-64.27001487,8.830866887
-138.7301953125,6.819951172,-58.21905945,4.446251502
166.0898046875,7.719951172,-43.05345436,3.830866887
143.1198046875,9.139951172,-47.22542888,3.677020733
-496.4101953125,6.659951172,-69.95791296,4.523174579
-128.5801953125,9.049951172,-59.21269003,6.369328425
-246.6101953125,7.369951172,-65.51205308,6.75394381
358.7698046875,9.109951172,-40.08530149,8.677020733
409.2898046875,8.699951172,-36.7540913,4.677020733
-151.4201953125,10.59995117,-61.53753079,6.446251502
415.5398046875,9.849951172,-36.00886837,9.446251502
244.3298046875,8.299951172,-47.64581104,3.446251502
-50.4301953125,6.899951172,-57.42925053,9.75394381
20.4198046875,9.879951172,-54.15536518,7.292405349
274.8998046875,10.47995117,-44.90695754,8.061636118
-63.9801953125,7.859951172,-54.51842251,5.061636118
-74.2401953125,10.28995117,-56.34007856,2.75394381
-36.7001953125,8.549951172,-49.63944162,6.061636118
201.8998046875,7.879951172,-46.66491932,6.292405349
-37.4801953125,8.329951172,-59.1362569,5.907789964
166.8998046875,8.019951172,-49.81778557,9.446251502
-299.1201953125,7.189951172,-65.35281741,5.75394381
0.3398046875,9.539951172,-52.86874098,12.83086689
444.1198046875,7.619951172,-39.79230786,8.061636118
43.5698046875,9.339951172,-56.24453716,4.292405349
274.0398046875,8.899951172,-44.62033334,5.830866887
-474.7001953125,7.659951172,-65.6585499,5.523174579
-77.2001953125,5.979951172,-58.85600213,12.83086689
241.2598046875,9.059951172,-46.83689385,4.75394381
-309.6101953125,9.499951172,-66.81778557,1.907789964
62.0098046875,7.389951172,-52.39103397,11.98471304
155.3698046875,9.859951172,-49.0407155,4.907789964
90.9198046875,6.519951172,-52.14899576,6.215482272
-293.9101953125,8.149951172,-67.28275372,2.061636118
-203.4001953125,6.209951172,-59.16173461,1.75394381
213.2498046875,5.889951172,-48.36555627,5.446251502
-378.5701953125,7.869951172,-69.16173461,11.29240535
-246.1701953125,7.489951172,-60.1107792,10.21548227
-220.0501953125,7.189951172,-65.17447346,10.36932843
-419.2701953125,8.289951172,-69.71587474,7.446251502
672.1698046875,10.16995117,-32.05982378,0.292405349
187.1498046875,8.639951172,-49.05345436,11.4462515
-540.1701953125,8.069951172,-66.86874098,-2.322979267
20.5498046875,7.059951172,-56.88147983,5.830866887
-15.4501953125,8.299951172,-50.91332697,1.75394381
-258.3901953125,5.649951172,-64.81778557,11.29240535
-41.3301953125,6.379951172,-53.55026964,2.446251502
-226.7901953125,8.989951172,-66.99612952,9.061636118
-246.9701953125,7.979951172,-71.18721232,1.446251502
80.0598046875,6.869951172,-53.79230786,4.600097656
64.8598046875,10.19995117,-56.55026964,6.138559195
137.6298046875,7.609951172,-48.73498302,7.830866887
188.7698046875,9.679951172,-47.51842251,4.600097656
-98.9201953125,7.089951172,-56.5630085,13.13855919
-133.2501953125,8.879951172,-62.08530149,7.907789964
-191.1101953125,6.199951172,-60.79230786,4.984713041
418.4298046875,10.40995117,-46.93243525,6.907789964
21.5698046875,5.589951172,-56.51205308,4.138559195
415.0198046875,11.58995117,-41.80504671,4.215482272
289.0598046875,7.079951172,-44.88784926,5.138559195
4.4398046875,7.349951172,-52.81141614,8.75394381
317.3698046875,7.889951172,-42.88784926,11.36932843
